labels,source,path
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S02T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P010S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S09T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S06T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S16T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S13T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S03T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S08T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S07T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S14T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S04T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S15T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S05T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S10T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S11T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S01T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S12T01.flac
sad,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S02T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P008S05T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P008S15T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P101S13T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P101S03T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P006S10T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P010S12T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S01T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P010S02T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S11T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P104S02T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P104S12T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P103S09T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P007S16T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P007S06T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P009S03T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P009S13T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P106S08T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P002S07T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P105S04T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P105S14T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P107S07T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S08T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P109S02T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P109S12T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P005S05T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P005S15T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P102S06T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P102S16T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P006S09T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P108S04T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P108S14T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P106S11T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P106S01T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P001S12T01.flac
neutral,KSUEmotions,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P001S02T01.flac
